scan_index,split,laz_relative_path_original,laz_relative_path_normalized,acquisition_folder,laz_filename
3527,valid,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_16+800_16+850.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_16+800_16+850.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_16+800_16+850.laz
3528,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_16+850_16+900.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_16+850_16+900.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_16+850_16+900.laz
3529,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_16+900_16+950.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_16+900_16+950.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_16+900_16+950.laz
3530,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_16+950_17+000.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_16+950_17+000.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_16+950_17+000.laz
3531,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_17+000_17+050.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_17+000_17+050.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_17+000_17+050.laz
3532,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_17+050_17+100.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_17+050_17+100.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_17+050_17+100.laz
3533,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_17+100_17+150.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_17+100_17+150.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_17+100_17+150.laz
3534,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_17+150_17+200.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_17+150_17+200.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_17+150_17+200.laz
3535,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_17+200_17+250.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_17+200_17+250.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_17+200_17+250.laz
3536,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_17+250_17+300.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_17+250_17+300.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_17+250_17+300.laz
3537,test,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_17+300_17+350.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_17+300_17+350.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_17+300_17+350.laz
3538,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_17+350_17+400.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_17+350_17+400.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_17+350_17+400.laz
3539,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_17+400_17+450.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_17+400_17+450.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_17+400_17+450.laz
3540,valid,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_17+450_17+500.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_17+450_17+500.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_17+450_17+500.laz
3541,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_17+500_17+550.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_17+500_17+550.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_17+500_17+550.laz
3542,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_17+550_17+600.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_17+550_17+600.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_17+550_17+600.laz
3543,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_17+600_17+650.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_17+600_17+650.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_17+600_17+650.laz
3544,valid,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_17+650_17+700.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_17+650_17+700.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_17+650_17+700.laz
3545,test,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_17+700_17+750.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_17+700_17+750.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_17+700_17+750.laz
3546,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_17+750_17+800.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_17+750_17+800.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_17+750_17+800.laz
3547,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_17+800_17+850.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_17+800_17+850.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_17+800_17+850.laz
3548,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_17+850_17+900.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_17+850_17+900.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_17+850_17+900.laz
3549,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_17+900_17+950.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_17+900_17+950.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_17+900_17+950.laz
3550,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_17+950_18+000.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_17+950_18+000.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_17+950_18+000.laz
3551,valid,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_18+000_18+050.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_18+000_18+050.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_18+000_18+050.laz
3552,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_18+050_18+100.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_18+050_18+100.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_18+050_18+100.laz
3553,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_18+100_18+150.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_18+100_18+150.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_18+100_18+150.laz
3554,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_18+150_18+200.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_18+150_18+200.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_18+150_18+200.laz
3555,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_18+200_18+250.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_18+200_18+250.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_18+200_18+250.laz
3556,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_18+250_18+300.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_18+250_18+300.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_18+250_18+300.laz
3557,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_18+300_18+350.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_18+300_18+350.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_18+300_18+350.laz
3558,valid,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_18+350_18+400.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_18+350_18+400.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_18+350_18+400.laz
3559,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_18+400_18+450.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_18+400_18+450.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_18+400_18+450.laz
3560,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_18+450_18+500.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_18+450_18+500.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_18+450_18+500.laz
3561,valid,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_18+500_18+550.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_18+500_18+550.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_18+500_18+550.laz
3562,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_18+550_18+600.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_18+550_18+600.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_18+550_18+600.laz
3563,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_18+600_18+650.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_18+600_18+650.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_18+600_18+650.laz
3564,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_18+650_18+700.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_18+650_18+700.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_18+650_18+700.laz
3565,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_18+700_18+750.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_18+700_18+750.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_18+700_18+750.laz
3566,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_18+750_18+800.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_18+750_18+800.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_18+750_18+800.laz
3567,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_18+800_18+850.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_18+800_18+850.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_18+800_18+850.laz
3568,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_18+850_18+900.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_18+850_18+900.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_18+850_18+900.laz
3569,test,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_18+900_18+950.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_18+900_18+950.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_18+900_18+950.laz
3570,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_18+950_19+000.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_18+950_19+000.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_18+950_19+000.laz
3571,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_19+000_19+050.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_19+000_19+050.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_19+000_19+050.laz
3572,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_19+050_19+100.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_19+050_19+100.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_19+050_19+100.laz
3573,valid,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_19+100_19+150.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_19+100_19+150.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_19+100_19+150.laz
3574,test,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_19+150_19+200.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_19+150_19+200.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_19+150_19+200.laz
3575,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_19+200_19+250.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_19+200_19+250.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_19+200_19+250.laz
3576,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_19+250_19+300.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_19+250_19+300.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_19+250_19+300.laz
3577,valid,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_19+300_19+350.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_19+300_19+350.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_19+300_19+350.laz
3578,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_19+350_19+400.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_19+350_19+400.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_19+350_19+400.laz
3579,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_19+400_19+450.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_19+400_19+450.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_19+400_19+450.laz
3580,valid,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_19+450_19+500.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_19+450_19+500.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_19+450_19+500.laz
3581,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_19+500_19+550.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_19+500_19+550.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_19+500_19+550.laz
3582,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_19+550_19+600.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_19+550_19+600.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_19+550_19+600.laz
3583,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_19+600_19+650.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_19+600_19+650.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_19+600_19+650.laz
3584,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_19+650_19+700.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_19+650_19+700.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_19+650_19+700.laz
3585,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_19+700_19+750.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_19+700_19+750.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_19+700_19+750.laz
3586,valid,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_19+750_19+800.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_19+750_19+800.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_19+750_19+800.laz
3587,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_19+800_19+850.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_19+800_19+850.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_19+800_19+850.laz
3588,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_19+850_19+900.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_19+850_19+900.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_19+850_19+900.laz
3589,valid,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_19+900_19+950.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_19+900_19+950.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_19+900_19+950.laz
3590,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_19+950_20+000.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_19+950_20+000.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_19+950_20+000.laz
3591,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_20+000_20+050.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_20+000_20+050.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_20+000_20+050.laz
3592,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_20+050_20+100.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_20+050_20+100.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_20+050_20+100.laz
3593,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_20+100_20+150.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_20+100_20+150.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_20+100_20+150.laz
3594,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_20+150_20+200.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_20+150_20+200.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_20+150_20+200.laz
3595,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_20+200_20+250.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_20+200_20+250.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_20+200_20+250.laz
3596,valid,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_20+250_20+300.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_20+250_20+300.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_20+250_20+300.laz
3597,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_20+300_20+350.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_20+300_20+350.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_20+300_20+350.laz
3598,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_20+350_20+400.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_20+350_20+400.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_20+350_20+400.laz
3599,test,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_20+400_20+450.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_20+400_20+450.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_20+400_20+450.laz
3600,valid,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_20+450_20+500.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_20+450_20+500.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_20+450_20+500.laz
3601,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_20+500_20+550.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_20+500_20+550.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_20+500_20+550.laz
3602,valid,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_20+550_20+600.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_20+550_20+600.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_20+550_20+600.laz
3603,valid,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_20+600_20+650.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_20+600_20+650.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_20+600_20+650.laz
3604,test,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_20+650_20+700.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_20+650_20+700.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_20+650_20+700.laz
3605,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_20+700_20+750.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_20+700_20+750.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_20+700_20+750.laz
3606,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_20+750_20+800.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_20+750_20+800.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_20+750_20+800.laz
3607,valid,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_20+800_20+850.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_20+800_20+850.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_20+800_20+850.laz
3608,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_20+850_20+900.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_20+850_20+900.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_20+850_20+900.laz
