scan_index,split,acquisition_folder,laz_relative_path,info_relative_path,laz_filename,info_filename,size_bytes,point_count,las_version,point_data_format,x_min,y_min,z_min,x_max,y_max,z_max,gps_time_min,gps_time_max,classification_histogram
2461,train,ACQ_289_Don_Bethune,data/ACQ_289_Don_Bethune/cloud/Don-Bethune_F_14+350_14+400.laz,data/ACQ_289_Don_Bethune/info/Don-Bethune_F_14+350_14+400_info.txt,Don-Bethune_F_14+350_14+400.laz,Don-Bethune_F_14+350_14+400_info.txt,6758399,1040864,1.2,3,1680794.818,9258399.073,19.316,1680991.344,9258576.852,33.545,28398.482448,28400.815514,"{""0"":{""count"":54399,""label"":""Unclassified""},""1"":{""count"":671694,""label"":""Ground""},""2"":{""count"":244999,""label"":""Vegetation""},""4"":{""count"":8143,""label"":""Catenary pole""},""5"":{""count"":46797,""label"":""Rail""},""7"":{""count"":14832,""label"":""Catenary wire""}}"
2462,train,ACQ_289_Don_Bethune,data/ACQ_289_Don_Bethune/cloud/Don-Bethune_F_14+400_14+450.laz,data/ACQ_289_Don_Bethune/info/Don-Bethune_F_14+400_14+450_info.txt,Don-Bethune_F_14+400_14+450.laz,Don-Bethune_F_14+400_14+450_info.txt,6895591,1040154,1.2,3,1680761.669,9258414.870,19.251,1680944.958,9258590.077,32.198,28400.815520,28403.152531,"{""0"":{""count"":51177,""label"":""Unclassified""},""1"":{""count"":668704,""label"":""Ground""},""2"":{""count"":253340,""label"":""Vegetation""},""4"":{""count"":8281,""label"":""Catenary pole""},""5"":{""count"":43925,""label"":""Rail""},""7"":{""count"":14727,""label"":""Catenary wire""}}"
2463,train,ACQ_289_Don_Bethune,data/ACQ_289_Don_Bethune/cloud/Don-Bethune_F_14+450_14+500.laz,data/ACQ_289_Don_Bethune/info/Don-Bethune_F_14+450_14+500_info.txt,Don-Bethune_F_14+450_14+500.laz,Don-Bethune_F_14+450_14+500_info.txt,6929858,1044933,1.2,3,1680713.523,9258448.326,19.109,1680898.830,9258608.926,31.807,28403.152541,28405.493253,"{""0"":{""count"":54950,""label"":""Unclassified""},""1"":{""count"":626003,""label"":""Ground""},""2"":{""count"":298027,""label"":""Vegetation""},""4"":{""count"":7501,""label"":""Catenary pole""},""5"":{""count"":44207,""label"":""Rail""},""7"":{""count"":14245,""label"":""Catenary wire""}}"
2464,train,ACQ_289_Don_Bethune,data/ACQ_289_Don_Bethune/cloud/Don-Bethune_F_14+500_14+550.laz,data/ACQ_289_Don_Bethune/info/Don-Bethune_F_14+500_14+550_info.txt,Don-Bethune_F_14+500_14+550.laz,Don-Bethune_F_14+500_14+550_info.txt,7336496,1103676,1.2,3,1680644.642,9258515.572,19.171,1680859.606,9258633.863,44.693,28405.493259,28407.840040,"{""0"":{""count"":51097,""label"":""Unclassified""},""1"":{""count"":579047,""label"":""Ground""},""2"":{""count"":407552,""label"":""Vegetation""},""4"":{""count"":1406,""label"":""Catenary pole""},""5"":{""count"":46829,""label"":""Rail""},""7"":{""count"":17745,""label"":""Catenary wire""}}"
2465,train,ACQ_289_Don_Bethune,data/ACQ_289_Don_Bethune/cloud/Don-Bethune_F_14+550_14+600.laz,data/ACQ_289_Don_Bethune/info/Don-Bethune_F_14+550_14+600_info.txt,Don-Bethune_F_14+550_14+600.laz,Don-Bethune_F_14+550_14+600_info.txt,7434651,1101192,1.2,3,1680601.855,9258483.683,19.228,1680807.634,9258651.635,32.503,28407.840049,28410.187092,"{""0"":{""count"":46518,""label"":""Unclassified""},""1"":{""count"":594429,""label"":""Ground""},""2"":{""count"":388672,""label"":""Vegetation""},""4"":{""count"":5622,""label"":""Catenary pole""},""5"":{""count"":47717,""label"":""Rail""},""7"":{""count"":18234,""label"":""Catenary wire""}}"
2466,train,ACQ_289_Don_Bethune,data/ACQ_289_Don_Bethune/cloud/Don-Bethune_F_14+600_14+650.laz,data/ACQ_289_Don_Bethune/info/Don-Bethune_F_14+600_14+650_info.txt,Don-Bethune_F_14+600_14+650.laz,Don-Bethune_F_14+600_14+650_info.txt,7073130,1078378,1.2,3,1680569.743,9258498.304,19.314,1680763.481,9258676.547,33.644,28410.187098,28412.534801,"{""0"":{""count"":56086,""label"":""Unclassified""},""1"":{""count"":625904,""label"":""Ground""},""2"":{""count"":324228,""label"":""Vegetation""},""4"":{""count"":8424,""label"":""Catenary pole""},""5"":{""count"":47965,""label"":""Rail""},""7"":{""count"":15771,""label"":""Catenary wire""}}"
2467,train,ACQ_289_Don_Bethune,data/ACQ_289_Don_Bethune/cloud/Don-Bethune_F_14+650_14+700.laz,data/ACQ_289_Don_Bethune/info/Don-Bethune_F_14+650_14+700_info.txt,Don-Bethune_F_14+650_14+700.laz,Don-Bethune_F_14+650_14+700_info.txt,7354913,1090840,1.2,3,1680516.715,9258506.146,19.230,1680721.662,9258696.934,33.128,28412.535111,28414.880336,"{""0"":{""count"":47779,""label"":""Unclassified""},""1"":{""count"":599909,""label"":""Ground""},""2"":{""count"":374387,""label"":""Vegetation""},""4"":{""count"":7848,""label"":""Catenary pole""},""5"":{""count"":46074,""label"":""Rail""},""7"":{""count"":14843,""label"":""Catenary wire""}}"
2468,train,ACQ_289_Don_Bethune,data/ACQ_289_Don_Bethune/cloud/Don-Bethune_F_14+700_14+750.laz,data/ACQ_289_Don_Bethune/info/Don-Bethune_F_14+700_14+750_info.txt,Don-Bethune_F_14+700_14+750.laz,Don-Bethune_F_14+700_14+750_info.txt,7422344,1121519,1.2,3,1680471.915,9258532.654,19.246,1680668.593,9258716.366,34.542,28414.880340,28417.221052,"{""0"":{""count"":52500,""label"":""Unclassified""},""1"":{""count"":605428,""label"":""Ground""},""2"":{""count"":396794,""label"":""Vegetation""},""4"":{""count"":5187,""label"":""Catenary pole""},""5"":{""count"":46795,""label"":""Rail""},""7"":{""count"":14815,""label"":""Catenary wire""}}"
2469,train,ACQ_289_Don_Bethune,data/ACQ_289_Don_Bethune/cloud/Don-Bethune_F_14+750_14+800.laz,data/ACQ_289_Don_Bethune/info/Don-Bethune_F_14+750_14+800_info.txt,Don-Bethune_F_14+750_14+800.laz,Don-Bethune_F_14+750_14+800_info.txt,7045226,1073258,1.2,3,1680411.755,9258565.265,19.218,1680622.745,9258737.309,35.116,28417.221056,28419.554047,"{""0"":{""count"":51826,""label"":""Unclassified""},""1"":{""count"":583821,""label"":""Ground""},""2"":{""count"":374834,""label"":""Vegetation""},""4"":{""count"":1282,""label"":""Catenary pole""},""5"":{""count"":47354,""label"":""Rail""},""7"":{""count"":14141,""label"":""Catenary wire""}}"
2470,train,ACQ_289_Don_Bethune,data/ACQ_289_Don_Bethune/cloud/Don-Bethune_F_14+800_14+850.laz,data/ACQ_289_Don_Bethune/info/Don-Bethune_F_14+800_14+850_info.txt,Don-Bethune_F_14+800_14+850.laz,Don-Bethune_F_14+800_14+850_info.txt,7045756,1072895,1.2,3,1680387.966,9258569.699,19.333,1680576.472,9258756.827,31.887,28419.554057,28421.882170,"{""0"":{""count"":49825,""label"":""Unclassified""},""1"":{""count"":581918,""label"":""Ground""},""2"":{""count"":372213,""label"":""Vegetation""},""4"":{""count"":7414,""label"":""Catenary pole""},""5"":{""count"":48206,""label"":""Rail""},""7"":{""count"":13319,""label"":""Catenary wire""}}"
2471,train,ACQ_289_Don_Bethune,data/ACQ_289_Don_Bethune/cloud/Don-Bethune_F_14+850_14+900.laz,data/ACQ_289_Don_Bethune/info/Don-Bethune_F_14+850_14+900_info.txt,Don-Bethune_F_14+850_14+900.laz,Don-Bethune_F_14+850_14+900_info.txt,6916775,1057556,1.2,3,1680340.404,9258586.733,19.291,1680532.592,9258783.215,32.069,28421.882568,28424.203154,"{""0"":{""count"":55130,""label"":""Unclassified""},""1"":{""count"":573397,""label"":""Ground""},""2"":{""count"":360416,""label"":""Vegetation""},""4"":{""count"":7770,""label"":""Catenary pole""},""5"":{""count"":46451,""label"":""Rail""},""7"":{""count"":14392,""label"":""Catenary wire""}}"
2472,train,ACQ_289_Don_Bethune,data/ACQ_289_Don_Bethune/cloud/Don-Bethune_F_14+900_14+950.laz,data/ACQ_289_Don_Bethune/info/Don-Bethune_F_14+900_14+950_info.txt,Don-Bethune_F_14+900_14+950.laz,Don-Bethune_F_14+900_14+950_info.txt,6844737,1059897,1.2,3,1680275.756,9258622.175,18.731,1680486.481,9258802.541,31.181,28424.203457,28426.517913,"{""0"":{""count"":45317,""label"":""Unclassified""},""1"":{""count"":584824,""label"":""Ground""},""2"":{""count"":359140,""label"":""Vegetation""},""4"":{""count"":7189,""label"":""Catenary pole""},""5"":{""count"":48417,""label"":""Rail""},""7"":{""count"":15010,""label"":""Catenary wire""}}"
2473,train,ACQ_289_Don_Bethune,data/ACQ_289_Don_Bethune/cloud/Don-Bethune_F_14+950_15+000.laz,data/ACQ_289_Don_Bethune/info/Don-Bethune_F_14+950_15+000_info.txt,Don-Bethune_F_14+950_15+000.laz,Don-Bethune_F_14+950_15+000_info.txt,6867766,1054760,1.2,3,1680234.648,9258637.037,19.199,1680440.468,9258827.213,31.953,28426.517922,28428.835736,"{""0"":{""count"":52909,""label"":""Unclassified""},""1"":{""count"":719802,""label"":""Ground""},""2"":{""count"":221252,""label"":""Vegetation""},""5"":{""count"":46478,""label"":""Rail""},""7"":{""count"":14319,""label"":""Catenary wire""}}"
2474,train,ACQ_289_Don_Bethune,data/ACQ_289_Don_Bethune/cloud/Don-Bethune_F_15+000_15+050.laz,data/ACQ_289_Don_Bethune/info/Don-Bethune_F_15+000_15+050_info.txt,Don-Bethune_F_15+000_15+050.laz,Don-Bethune_F_15+000_15+050_info.txt,6589158,1039498,1.2,3,1680171.177,9258653.413,18.459,1680393.112,9258823.386,31.882,28428.836208,28431.161137,"{""0"":{""count"":43175,""label"":""Unclassified""},""1"":{""count"":711900,""label"":""Ground""},""2"":{""count"":211358,""label"":""Vegetation""},""3"":{""count"":7330,""label"":""Building""},""4"":{""count"":7292,""label"":""Catenary pole""},""5"":{""count"":44895,""label"":""Rail""},""7"":{""count"":13548,""label"":""Catenary wire""}}"
2475,train,ACQ_289_Don_Bethune,data/ACQ_289_Don_Bethune/cloud/Don-Bethune_F_15+050_15+100.laz,data/ACQ_289_Don_Bethune/info/Don-Bethune_F_15+050_15+100_info.txt,Don-Bethune_F_15+050_15+100.laz,Don-Bethune_F_15+050_15+100_info.txt,6809724,1041172,1.2,3,1680147.168,9258658.358,19.164,1680347.725,9258866.211,56.779,28431.161147,28433.492429,"{""0"":{""count"":72913,""label"":""Unclassified""},""1"":{""count"":569859,""label"":""Ground""},""2"":{""count"":312415,""label"":""Vegetation""},""3"":{""count"":19184,""label"":""Building""},""4"":{""count"":7586,""label"":""Catenary pole""},""5"":{""count"":45813,""label"":""Rail""},""7"":{""count"":13402,""label"":""Catenary wire""}}"
2476,train,ACQ_289_Don_Bethune,data/ACQ_289_Don_Bethune/cloud/Don-Bethune_F_15+100_15+150.laz,data/ACQ_289_Don_Bethune/info/Don-Bethune_F_15+100_15+150_info.txt,Don-Bethune_F_15+100_15+150.laz,Don-Bethune_F_15+100_15+150_info.txt,6784609,1035973,1.2,3,1680108.530,9258716.377,18.352,1680316.822,9258891.362,38.955,28433.492433,28435.828316,"{""0"":{""count"":76133,""label"":""Unclassified""},""1"":{""count"":580172,""label"":""Ground""},""2"":{""count"":308797,""label"":""Vegetation""},""4"":{""count"":8274,""label"":""Catenary pole""},""5"":{""count"":48910,""label"":""Rail""},""7"":{""count"":13687,""label"":""Catenary wire""}}"
2477,train,ACQ_289_Don_Bethune,data/ACQ_289_Don_Bethune/cloud/Don-Bethune_F_15+150_15+200.laz,data/ACQ_289_Don_Bethune/info/Don-Bethune_F_15+150_15+200_info.txt,Don-Bethune_F_15+150_15+200.laz,Don-Bethune_F_15+150_15+200_info.txt,6845394,1065260,1.2,3,1680059.667,9258707.567,18.049,1680253.728,9258910.059,56.932,28435.828325,28438.169141,"{""0"":{""count"":61569,""label"":""Unclassified""},""1"":{""count"":616463,""label"":""Ground""},""2"":{""count"":313504,""label"":""Vegetation""},""4"":{""count"":1528,""label"":""Catenary pole""},""5"":{""count"":50275,""label"":""Rail""},""7"":{""count"":21921,""label"":""Catenary wire""}}"
2478,train,ACQ_289_Don_Bethune,data/ACQ_289_Don_Bethune/cloud/Don-Bethune_F_15+200_15+250.laz,data/ACQ_289_Don_Bethune/info/Don-Bethune_F_15+200_15+250_info.txt,Don-Bethune_F_15+200_15+250.laz,Don-Bethune_F_15+200_15+250_info.txt,6931359,1067111,1.2,3,1680021.702,9258746.540,19.232,1680190.836,9258924.451,42.731,28438.169151,28440.518895,"{""0"":{""count"":54924,""label"":""Unclassified""},""1"":{""count"":626708,""label"":""Ground""},""2"":{""count"":308094,""label"":""Vegetation""},""4"":{""count"":4822,""label"":""Catenary pole""},""5"":{""count"":50079,""label"":""Rail""},""7"":{""count"":22484,""label"":""Catenary wire""}}"
2479,train,ACQ_289_Don_Bethune,data/ACQ_289_Don_Bethune/cloud/Don-Bethune_F_15+250_15+300.laz,data/ACQ_289_Don_Bethune/info/Don-Bethune_F_15+250_15+300_info.txt,Don-Bethune_F_15+250_15+300.laz,Don-Bethune_F_15+250_15+300_info.txt,6806795,1053605,1.2,3,1679985.072,9258765.986,19.284,1680180.266,9258936.199,39.108,28440.519366,28442.873314,"{""0"":{""count"":53851,""label"":""Unclassified""},""1"":{""count"":640062,""label"":""Ground""},""2"":{""count"":282998,""label"":""Vegetation""},""4"":{""count"":8868,""label"":""Catenary pole""},""5"":{""count"":47058,""label"":""Rail""},""7"":{""count"":20768,""label"":""Catenary wire""}}"
2480,train,ACQ_289_Don_Bethune,data/ACQ_289_Don_Bethune/cloud/Don-Bethune_F_15+300_15+350.laz,data/ACQ_289_Don_Bethune/info/Don-Bethune_F_15+300_15+350_info.txt,Don-Bethune_F_15+300_15+350.laz,Don-Bethune_F_15+300_15+350_info.txt,7253233,1111763,1.2,3,1679941.119,9258777.006,19.283,1680135.955,9258959.558,37.277,28442.873321,28445.225418,"{""0"":{""count"":75520,""label"":""Unclassified""},""1"":{""count"":582615,""label"":""Ground""},""2"":{""count"":374038,""label"":""Vegetation""},""4"":{""count"":9198,""label"":""Catenary pole""},""5"":{""count"":47992,""label"":""Rail""},""7"":{""count"":22400,""label"":""Catenary wire""}}"
2481,train,ACQ_289_Don_Bethune,data/ACQ_289_Don_Bethune/cloud/Don-Bethune_F_15+350_15+400.laz,data/ACQ_289_Don_Bethune/info/Don-Bethune_F_15+350_15+400_info.txt,Don-Bethune_F_15+350_15+400.laz,Don-Bethune_F_15+350_15+400_info.txt,7457808,1154582,1.2,3,1679905.478,9258797.584,19.292,1680084.539,9258971.846,36.803,28445.225426,28447.577100,"{""0"":{""count"":72905,""label"":""Unclassified""},""1"":{""count"":573868,""label"":""Ground""},""2"":{""count"":434389,""label"":""Vegetation""},""4"":{""count"":8981,""label"":""Catenary pole""},""5"":{""count"":47484,""label"":""Rail""},""7"":{""count"":16955,""label"":""Catenary wire""}}"
2482,train,ACQ_289_Don_Bethune,data/ACQ_289_Don_Bethune/cloud/Don-Bethune_F_15+400_15+450.laz,data/ACQ_289_Don_Bethune/info/Don-Bethune_F_15+400_15+450_info.txt,Don-Bethune_F_15+400_15+450.laz,Don-Bethune_F_15+400_15+450_info.txt,8575753,1304083,1.2,3,1679875.281,9258833.926,19.073,1680044.527,9258975.032,36.376,28447.577109,28449.932126,"{""0"":{""count"":114373,""label"":""Unclassified""},""1"":{""count"":565992,""label"":""Ground""},""2"":{""count"":557012,""label"":""Vegetation""},""4"":{""count"":7783,""label"":""Catenary pole""},""5"":{""count"":46775,""label"":""Rail""},""7"":{""count"":12148,""label"":""Catenary wire""}}"
2483,train,ACQ_289_Don_Bethune,data/ACQ_289_Don_Bethune/cloud/Don-Bethune_F_15+450_15+500.laz,data/ACQ_289_Don_Bethune/info/Don-Bethune_F_15+450_15+500_info.txt,Don-Bethune_F_15+450_15+500.laz,Don-Bethune_F_15+450_15+500_info.txt,9024514,1332207,1.2,3,1679793.248,9258849.662,18.892,1679963.454,9259004.783,84.751,28449.932186,28452.289676,"{""0"":{""count"":127008,""label"":""Unclassified""},""1"":{""count"":579460,""label"":""Ground""},""2"":{""count"":562048,""label"":""Vegetation""},""4"":{""count"":7971,""label"":""Catenary pole""},""5"":{""count"":44960,""label"":""Rail""},""7"":{""count"":10760,""label"":""Catenary wire""}}"
2484,train,ACQ_289_Don_Bethune,data/ACQ_289_Don_Bethune/cloud/Don-Bethune_F_15+500_15+550.laz,data/ACQ_289_Don_Bethune/info/Don-Bethune_F_15+500_15+550_info.txt,Don-Bethune_F_15+500_15+550.laz,Don-Bethune_F_15+500_15+550_info.txt,9723600,1410832,1.2,3,1679773.951,9258887.166,18.619,1679870.444,9258961.474,39.720,28452.289681,28454.653212,"{""0"":{""count"":143447,""label"":""Unclassified""},""1"":{""count"":583097,""label"":""Ground""},""2"":{""count"":620357,""label"":""Vegetation""},""4"":{""count"":7790,""label"":""Catenary pole""},""5"":{""count"":44172,""label"":""Rail""},""7"":{""count"":11969,""label"":""Catenary wire""}}"
2485,valid,ACQ_289_Don_Bethune,data/ACQ_289_Don_Bethune/cloud/Don-Bethune_F_15+550_15+600.laz,data/ACQ_289_Don_Bethune/info/Don-Bethune_F_15+550_15+600_info.txt,Don-Bethune_F_15+550_15+600.laz,Don-Bethune_F_15+550_15+600_info.txt,8949343,1335779,1.2,3,1679714.905,9258907.560,19.606,1679824.871,9258974.097,43.391,28454.653218,28457.020745,"{""0"":{""count"":122328,""label"":""Unclassified""},""1"":{""count"":598709,""label"":""Ground""},""2"":{""count"":550080,""label"":""Vegetation""},""4"":{""count"":7867,""label"":""Catenary pole""},""5"":{""count"":43132,""label"":""Rail""},""7"":{""count"":13663,""label"":""Catenary wire""}}"
2486,train,ACQ_289_Don_Bethune,data/ACQ_289_Don_Bethune/cloud/Don-Bethune_F_15+600_15+650.laz,data/ACQ_289_Don_Bethune/info/Don-Bethune_F_15+600_15+650_info.txt,Don-Bethune_F_15+600_15+650.laz,Don-Bethune_F_15+600_15+650_info.txt,9907954,1464246,1.2,3,1679664.715,9258911.681,18.483,1679767.769,9258995.758,45.000,28457.020755,28459.390562,"{""0"":{""count"":150487,""label"":""Unclassified""},""1"":{""count"":651947,""label"":""Ground""},""2"":{""count"":601215,""label"":""Vegetation""},""4"":{""count"":7457,""label"":""Catenary pole""},""5"":{""count"":42690,""label"":""Rail""},""7"":{""count"":10450,""label"":""Catenary wire""}}"
2487,test,ACQ_289_Don_Bethune,data/ACQ_289_Don_Bethune/cloud/Don-Bethune_F_15+650_15+700.laz,data/ACQ_289_Don_Bethune/info/Don-Bethune_F_15+650_15+700_info.txt,Don-Bethune_F_15+650_15+700.laz,Don-Bethune_F_15+650_15+700_info.txt,9366201,1378841,1.2,3,1679606.032,9258924.183,18.503,1679720.631,9259018.414,61.940,28459.390568,28461.762926,"{""0"":{""count"":191434,""label"":""Unclassified""},""1"":{""count"":651131,""label"":""Ground""},""2"":{""count"":477542,""label"":""Vegetation""},""4"":{""count"":8129,""label"":""Catenary pole""},""5"":{""count"":39625,""label"":""Rail""},""7"":{""count"":10980,""label"":""Catenary wire""}}"
2488,valid,ACQ_289_Don_Bethune,data/ACQ_289_Don_Bethune/cloud/Don-Bethune_F_15+700_15+750.laz,data/ACQ_289_Don_Bethune/info/Don-Bethune_F_15+700_15+750_info.txt,Don-Bethune_F_15+700_15+750.laz,Don-Bethune_F_15+700_15+750_info.txt,9296073,1375986,1.2,3,1679570.854,9258935.950,18.486,1679685.676,9259013.491,42.568,28461.762934,28464.131945,"{""0"":{""count"":159954,""label"":""Unclassified""},""1"":{""count"":671809,""label"":""Ground""},""2"":{""count"":481885,""label"":""Vegetation""},""4"":{""count"":9029,""label"":""Catenary pole""},""5"":{""count"":39837,""label"":""Rail""},""7"":{""count"":13472,""label"":""Catenary wire""}}"
2489,train,ACQ_289_Don_Bethune,data/ACQ_289_Don_Bethune/cloud/Don-Bethune_F_15+750_15+800.laz,data/ACQ_289_Don_Bethune/info/Don-Bethune_F_15+750_15+800_info.txt,Don-Bethune_F_15+750_15+800.laz,Don-Bethune_F_15+750_15+800_info.txt,8566054,1254157,1.2,3,1679526.641,9258938.648,19.152,1679635.168,9259003.840,37.672,28464.131955,28466.495489,"{""0"":{""count"":107654,""label"":""Unclassified""},""1"":{""count"":616220,""label"":""Ground""},""2"":{""count"":446921,""label"":""Vegetation""},""3"":{""count"":21775,""label"":""Building""},""4"":{""count"":9446,""label"":""Catenary pole""},""5"":{""count"":40385,""label"":""Rail""},""7"":{""count"":11756,""label"":""Catenary wire""}}"
2490,train,ACQ_289_Don_Bethune,data/ACQ_289_Don_Bethune/cloud/Don-Bethune_F_15+800_15+850.laz,data/ACQ_289_Don_Bethune/info/Don-Bethune_F_15+800_15+850_info.txt,Don-Bethune_F_15+800_15+850.laz,Don-Bethune_F_15+800_15+850_info.txt,6448953,1075683,1.2,3,1679432.649,9258920.280,10.440,1679599.310,9259071.211,44.056,28466.495499,28468.848449,"{""0"":{""count"":325332,""label"":""Unclassified""},""1"":{""count"":466464,""label"":""Ground""},""2"":{""count"":166467,""label"":""Vegetation""},""3"":{""count"":86834,""label"":""Building""},""4"":{""count"":7027,""label"":""Catenary pole""},""5"":{""count"":13212,""label"":""Rail""},""7"":{""count"":10347,""label"":""Catenary wire""}}"
2491,test,ACQ_289_Don_Bethune,data/ACQ_289_Don_Bethune/cloud/Don-Bethune_F_15+850_15+900.laz,data/ACQ_289_Don_Bethune/info/Don-Bethune_F_15+850_15+900_info.txt,Don-Bethune_F_15+850_15+900.laz,Don-Bethune_F_15+850_15+900_info.txt,8603262,1216964,1.2,3,1679411.585,9258920.970,18.928,1679530.013,9259065.327,48.292,28468.848452,28471.190798,"{""0"":{""count"":137360,""label"":""Unclassified""},""1"":{""count"":609272,""label"":""Ground""},""2"":{""count"":418037,""label"":""Vegetation""},""4"":{""count"":7071,""label"":""Catenary pole""},""5"":{""count"":33811,""label"":""Rail""},""7"":{""count"":11413,""label"":""Catenary wire""}}"
2492,train,ACQ_289_Don_Bethune,data/ACQ_289_Don_Bethune/cloud/Don-Bethune_F_15+900_15+950.laz,data/ACQ_289_Don_Bethune/info/Don-Bethune_F_15+900_15+950_info.txt,Don-Bethune_F_15+900_15+950.laz,Don-Bethune_F_15+900_15+950_info.txt,9240008,1334737,1.2,3,1679392.425,9258988.141,19.249,1679513.826,9259088.776,50.172,28471.190801,28473.521805,"{""0"":{""count"":176450,""label"":""Unclassified""},""1"":{""count"":671634,""label"":""Ground""},""2"":{""count"":430432,""label"":""Vegetation""},""4"":{""count"":6664,""label"":""Catenary pole""},""5"":{""count"":35943,""label"":""Rail""},""7"":{""count"":13614,""label"":""Catenary wire""}}"
2493,valid,ACQ_289_Don_Bethune,data/ACQ_289_Don_Bethune/cloud/Don-Bethune_F_15+950_16+000.laz,data/ACQ_289_Don_Bethune/info/Don-Bethune_F_15+950_16+000_info.txt,Don-Bethune_F_15+950_16+000.laz,Don-Bethune_F_15+950_16+000_info.txt,10133791,1419264,1.2,3,1679301.302,9259007.660,-47.359,1679478.792,9259111.804,73.687,28473.521811,28475.844403,"{""0"":{""count"":197174,""label"":""Unclassified""},""1"":{""count"":643850,""label"":""Ground""},""2"":{""count"":520999,""label"":""Vegetation""},""4"":{""count"":7081,""label"":""Catenary pole""},""5"":{""count"":36705,""label"":""Rail""},""7"":{""count"":13455,""label"":""Catenary wire""}}"
2494,train,ACQ_289_Don_Bethune,data/ACQ_289_Don_Bethune/cloud/Don-Bethune_F_16+000_16+050.laz,data/ACQ_289_Don_Bethune/info/Don-Bethune_F_16+000_16+050_info.txt,Don-Bethune_F_16+000_16+050.laz,Don-Bethune_F_16+000_16+050_info.txt,9378414,1371786,1.2,3,1679303.083,9259032.187,-53.926,1679446.072,9259199.891,42.743,28475.844405,28478.161139,"{""0"":{""count"":276174,""label"":""Unclassified""},""1"":{""count"":586064,""label"":""Ground""},""2"":{""count"":458118,""label"":""Vegetation""},""4"":{""count"":7139,""label"":""Catenary pole""},""5"":{""count"":36501,""label"":""Rail""},""7"":{""count"":7790,""label"":""Catenary wire""}}"
2495,train,ACQ_289_Don_Bethune,data/ACQ_289_Don_Bethune/cloud/Don-Bethune_F_16+050_16+100.laz,data/ACQ_289_Don_Bethune/info/Don-Bethune_F_16+050_16+100_info.txt,Don-Bethune_F_16+050_16+100.laz,Don-Bethune_F_16+050_16+100_info.txt,8472344,1244787,1.2,3,1679218.808,9259071.441,-48.475,1679399.490,9259246.955,108.336,28478.161148,28480.472809,"{""0"":{""count"":151223,""label"":""Unclassified""},""1"":{""count"":608728,""label"":""Ground""},""2"":{""count"":426027,""label"":""Vegetation""},""4"":{""count"":7200,""label"":""Catenary pole""},""5"":{""count"":41000,""label"":""Rail""},""7"":{""count"":10609,""label"":""Catenary wire""}}"
2496,train,ACQ_289_Don_Bethune,data/ACQ_289_Don_Bethune/cloud/Don-Bethune_F_16+100_16+150.laz,data/ACQ_289_Don_Bethune/info/Don-Bethune_F_16+100_16+150_info.txt,Don-Bethune_F_16+100_16+150.laz,Don-Bethune_F_16+100_16+150_info.txt,7573597,1106751,1.2,3,1679181.405,9259082.914,19.090,1679378.965,9259254.305,36.860,28480.472819,28482.778936,"{""0"":{""count"":86598,""label"":""Unclassified""},""1"":{""count"":612664,""label"":""Ground""},""2"":{""count"":344711,""label"":""Vegetation""},""4"":{""count"":8117,""label"":""Catenary pole""},""5"":{""count"":42410,""label"":""Rail""},""7"":{""count"":12251,""label"":""Catenary wire""}}"
2497,valid,ACQ_289_Don_Bethune,data/ACQ_289_Don_Bethune/cloud/Don-Bethune_F_16+150_16+200.laz,data/ACQ_289_Don_Bethune/info/Don-Bethune_F_16+150_16+200_info.txt,Don-Bethune_F_16+150_16+200.laz,Don-Bethune_F_16+150_16+200_info.txt,8265246,1187505,1.2,3,1679174.365,9259109.241,18.768,1679351.665,9259276.471,36.476,28482.778956,28485.083237,"{""0"":{""count"":108196,""label"":""Unclassified""},""1"":{""count"":617031,""label"":""Ground""},""2"":{""count"":396759,""label"":""Vegetation""},""4"":{""count"":8874,""label"":""Catenary pole""},""5"":{""count"":44064,""label"":""Rail""},""7"":{""count"":12581,""label"":""Catenary wire""}}"
2498,valid,ACQ_289_Don_Bethune,data/ACQ_289_Don_Bethune/cloud/Don-Bethune_F_16+200_16+250.laz,data/ACQ_289_Don_Bethune/info/Don-Bethune_F_16+200_16+250_info.txt,Don-Bethune_F_16+200_16+250.laz,Don-Bethune_F_16+200_16+250_info.txt,7428698,1120083,1.2,3,1679114.545,9259119.456,18.890,1679278.948,9259292.157,113.365,28485.083244,28487.390074,"{""0"":{""count"":94278,""label"":""Unclassified""},""1"":{""count"":600803,""label"":""Ground""},""2"":{""count"":350916,""label"":""Vegetation""},""3"":{""count"":10574,""label"":""Building""},""4"":{""count"":5628,""label"":""Catenary pole""},""5"":{""count"":44355,""label"":""Rail""},""7"":{""count"":13529,""label"":""Catenary wire""}}"
2499,train,ACQ_289_Don_Bethune,data/ACQ_289_Don_Bethune/cloud/Don-Bethune_F_16+250_16+300.laz,data/ACQ_289_Don_Bethune/info/Don-Bethune_F_16+250_16+300_info.txt,Don-Bethune_F_16+250_16+300.laz,Don-Bethune_F_16+250_16+300_info.txt,7156747,1056304,1.2,3,1679056.152,9259143.256,19.165,1679251.227,9259312.212,39.641,28487.390076,28489.700044,"{""0"":{""count"":65669,""label"":""Unclassified""},""1"":{""count"":572969,""label"":""Ground""},""2"":{""count"":324844,""label"":""Vegetation""},""3"":{""count"":29566,""label"":""Building""},""4"":{""count"":4517,""label"":""Catenary pole""},""5"":{""count"":45839,""label"":""Rail""},""7"":{""count"":12900,""label"":""Catenary wire""}}"
